Regime,USD_share_pct,USDT_share_pct,USDC_share_pct
Pre-SVB,81.22798870711239,16.68967940881363,2.082331884073998
Crisis,79.55023070566254,15.105293523239327,5.344475771098126
Post-SVB,86.52564169440504,12.496759228281531,0.9775990773134309
