Regime,binance_btcusdt_share_pct,binance_btcusdc_share_pct,coinbase_btcusd_share_pct,coinbase_btcusdt_share_pct,kraken_btcusd_share_pct,kraken_btcusdt_share_pct,kraken_btcusdc_share_pct
Pre-SVB,12.68028268823659,1.0193173493877359,64.97712795820057,2.5755197289873637,16.250860748911798,1.4338769915896792,1.0630145346862623
Crisis,10.09186707526967,0.6276623119188897,58.315650447236386,2.5483985242456195,21.234580258426163,2.4650279237240356,4.716813459179236
Post-SVB,7.745907373421152,0.4056332682536634,64.85155761106321,3.0160621277841795,21.674084083341832,1.7347897270762007,0.5719658090597677
